"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"12099",54,"management","divorced","unknown","no",901,"no","no","unknown",20,"jun",7,3,-1,0,"unknown","no"
"6247",38,"blue-collar","married","primary","no",315,"yes","no","unknown",27,"may",173,3,-1,0,"unknown","no"
"44959",32,"technician","single","unknown","no",491,"no","no","cellular",8,"oct",251,2,91,7,"success","yes"
"12582",57,"technician","married","secondary","no",253,"no","yes","unknown",3,"jul",230,3,-1,0,"unknown","no"
"11406",37,"entrepreneur","married","tertiary","no",678,"no","yes","unknown",19,"jun",395,1,-1,0,"unknown","no"
"1563",53,"self-employed","married","secondary","no",468,"yes","no","unknown",8,"may",89,5,-1,0,"unknown","no"
"42079",49,"management","divorced","tertiary","no",348,"no","no","cellular",30,"oct",125,1,-1,0,"unknown","yes"
"44520",51,"management","married","tertiary","no",346,"no","no","cellular",11,"aug",237,1,180,6,"success","yes"
"15762",51,"management","married","tertiary","no",2704,"yes","no","telephone",21,"jul",443,1,-1,0,"unknown","no"
"40064",29,"management","single","tertiary","no",572,"no","no","cellular",4,"jun",224,1,-1,0,"unknown","yes"
"2170",26,"admin.","single","secondary","no",586,"yes","yes","unknown",12,"may",215,1,-1,0,"unknown","no"
"18051",41,"blue-collar","divorced","primary","no",0,"no","no","cellular",30,"jul",509,2,-1,0,"unknown","yes"
"8582",41,"services","married","secondary","no",146,"yes","yes","unknown",3,"jun",199,1,-1,0,"unknown","no"
"44153",24,"student","single","secondary","no",1123,"no","no","cellular",13,"jul",475,1,412,1,"other","yes"
"14315",28,"management","single","secondary","no",62,"no","no","cellular",14,"jul",467,3,-1,0,"unknown","no"
"31745",30,"technician","single","secondary","no",3568,"yes","no","cellular",7,"apr",265,1,-1,0,"unknown","no"
"17394",34,"entrepreneur","married","secondary","no",3994,"no","yes","cellular",28,"jul",188,3,-1,0,"unknown","no"
"3802",28,"blue-collar","married","primary","no",507,"yes","no","unknown",16,"may",359,1,-1,0,"unknown","no"
"17875",56,"entrepreneur","divorced","tertiary","no",2975,"no","yes","cellular",30,"jul",28,13,-1,0,"unknown","no"
"3823",27,"entrepreneur","married","secondary","no",554,"yes","no","unknown",16,"may",131,1,-1,0,"unknown","no"
"35290",41,"blue-collar","married","primary","no",6596,"yes","no","cellular",7,"may",192,1,168,1,"failure","no"
"38465",32,"management","married","secondary","no",134,"yes","yes","cellular",15,"may",532,3,-1,0,"unknown","yes"
"2430",25,"services","single","secondary","no",382,"yes","no","unknown",13,"may",392,1,-1,0,"unknown","no"
"39453",28,"self-employed","single","tertiary","no",2503,"no","no","cellular",25,"may",426,1,-1,0,"unknown","yes"
"43219",60,"admin.","married","secondary","no",12980,"no","no","cellular",5,"mar",115,1,-1,0,"unknown","yes"
"8035",36,"services","married","primary","no",0,"yes","no","unknown",2,"jun",1036,1,-1,0,"unknown","yes"
"44748",24,"student","single","tertiary","no",834,"no","no","cellular",9,"sep",679,1,-1,0,"unknown","yes"
"44913",28,"management","single","tertiary","no",390,"no","no","cellular",29,"sep",845,1,232,4,"success","yes"
"3939",48,"services","married","unknown","no",1155,"yes","no","unknown",16,"may",557,4,-1,0,"unknown","no"
"14324",27,"housemaid","married","primary","yes",-238,"no","no","cellular",14,"jul",132,4,-1,0,"unknown","no"
"44695",65,"admin.","married","secondary","no",952,"no","no","cellular",6,"sep",255,1,96,1,"success","yes"
"20269",39,"management","married","secondary","no",11835,"yes","no","cellular",11,"aug",744,2,-1,0,"unknown","yes"
"25902",32,"self-employed","single","tertiary","no",1249,"yes","no","cellular",19,"nov",472,1,-1,0,"unknown","yes"
"8692",27,"blue-collar","married","primary","no",60,"yes","no","unknown",3,"jun",550,1,-1,0,"unknown","no"
"9050",58,"entrepreneur","married","tertiary","no",853,"no","no","unknown",5,"jun",1149,2,-1,0,"unknown","yes"
"34038",32,"management","married","tertiary","no",4733,"no","no","cellular",30,"apr",532,1,-1,0,"unknown","yes"
"20322",45,"admin.","married","secondary","no",111,"yes","no","cellular",11,"aug",173,1,-1,0,"unknown","no"
"15008",50,"blue-collar","married","secondary","no",1832,"yes","no","cellular",17,"jul",80,1,-1,0,"unknown","no"
"41933",55,"management","divorced","tertiary","no",0,"no","no","cellular",22,"oct",360,5,-1,0,"unknown","yes"
"39471",35,"management","single","tertiary","no",2486,"yes","no","cellular",25,"may",265,1,-1,0,"unknown","no"
"33563",33,"services","divorced","secondary","no",2358,"yes","no","cellular",20,"apr",529,3,-1,0,"unknown","no"
"22934",33,"technician","single","secondary","no",0,"no","no","cellular",26,"aug",73,4,-1,0,"unknown","no"
"36479",46,"services","divorced","secondary","no",124,"yes","yes","cellular",12,"may",81,4,-1,0,"unknown","no"
"32467",53,"management","married","tertiary","no",1319,"yes","no","cellular",16,"apr",427,1,150,1,"failure","no"
"27884",26,"admin.","single","secondary","no",52,"no","no","cellular",28,"jan",287,1,-1,0,"unknown","no"
"37715",48,"blue-collar","married","primary","no",214,"yes","yes","cellular",14,"may",307,1,177,2,"failure","yes"
"30994",32,"blue-collar","single","tertiary","no",358,"no","no","cellular",9,"feb",103,3,-1,0,"unknown","no"
"41090",25,"student","single","secondary","no",4147,"no","no","cellular",14,"aug",211,3,-1,0,"unknown","yes"
"33336",45,"blue-collar","married","primary","yes",-443,"yes","yes","cellular",20,"apr",691,1,-1,0,"unknown","yes"
"36569",46,"management","divorced","secondary","yes",2,"no","no","cellular",12,"may",115,1,-1,0,"unknown","no"
"11286",38,"services","married","secondary","no",611,"yes","yes","unknown",18,"jun",61,3,-1,0,"unknown","no"
"11733",49,"blue-collar","married","primary","no",1119,"yes","no","unknown",20,"jun",493,1,-1,0,"unknown","no"
"19161",39,"management","married","tertiary","no",13021,"no","no","cellular",5,"aug",425,2,-1,0,"unknown","no"
"42313",37,"technician","single","tertiary","no",197,"no","no","cellular",16,"nov",175,1,200,1,"success","yes"
"34113",38,"technician","married","secondary","no",865,"yes","no","cellular",30,"apr",503,3,-1,0,"unknown","no"
"3793",32,"blue-collar","married","primary","no",1877,"yes","no","unknown",16,"may",601,1,-1,0,"unknown","no"
"9227",38,"technician","single","tertiary","no",-572,"yes","yes","unknown",5,"jun",26,24,-1,0,"unknown","no"
"11861",36,"management","divorced","tertiary","no",0,"no","no","unknown",20,"jun",519,2,-1,0,"unknown","no"
"33492",45,"management","married","tertiary","no",21024,"yes","no","cellular",20,"apr",73,4,-1,0,"unknown","no"
"35152",54,"management","married","primary","no",3185,"yes","yes","cellular",7,"may",187,1,-1,0,"unknown","no"
"12197",25,"blue-collar","single","secondary","no",94,"yes","yes","unknown",20,"jun",22,16,-1,0,"unknown","no"
"1936",27,"services","single","secondary","no",683,"yes","no","unknown",9,"may",44,3,-1,0,"unknown","no"
"34562",43,"blue-collar","married","primary","no",2598,"no","no","cellular",5,"may",272,2,-1,0,"unknown","no"
"39649",47,"housemaid","single","secondary","no",17023,"no","no","cellular",26,"may",379,2,97,4,"other","no"
"39358",27,"student","single","secondary","no",568,"yes","no","cellular",18,"may",28,6,-1,0,"unknown","no"
"368",43,"management","divorced","tertiary","no",1,"yes","no","unknown",6,"may",306,1,-1,0,"unknown","no"
"5511",33,"blue-collar","married","secondary","no",1134,"yes","no","unknown",23,"may",304,2,-1,0,"unknown","no"
"10836",41,"blue-collar","married","secondary","no",475,"yes","no","unknown",17,"jun",139,3,-1,0,"unknown","no"
"42205",27,"admin.","single","secondary","no",4590,"yes","no","cellular",10,"nov",131,4,89,3,"failure","yes"
"43351",37,"services","married","secondary","no",2678,"no","no","cellular",25,"mar",156,1,-1,0,"unknown","yes"
"13660",32,"management","married","tertiary","no",794,"yes","yes","cellular",9,"jul",1014,1,-1,0,"unknown","yes"
"25626",33,"housemaid","married","tertiary","no",0,"no","no","cellular",19,"nov",466,1,-1,0,"unknown","no"
"26760",32,"blue-collar","single","secondary","no",2696,"yes","no","cellular",20,"nov",564,2,183,1,"failure","no"
"25367",38,"technician","married","secondary","no",958,"yes","no","telephone",18,"nov",33,4,-1,0,"unknown","no"
"25304",34,"admin.","married","secondary","no",353,"no","yes","cellular",18,"nov",126,3,-1,0,"unknown","no"
"19403",35,"technician","married","secondary","no",-116,"no","yes","cellular",6,"aug",339,2,-1,0,"unknown","no"
"34322",53,"technician","married","secondary","no",112,"no","no","telephone",4,"may",104,4,-1,0,"unknown","no"
"42931",46,"blue-collar","married","secondary","no",1144,"yes","no","cellular",8,"feb",376,2,129,3,"other","yes"
"32962",35,"blue-collar","married","primary","no",443,"yes","no","cellular",17,"apr",185,2,316,3,"other","no"
"27245",49,"admin.","divorced","secondary","no",771,"yes","no","cellular",21,"nov",264,2,172,1,"failure","no"
"15101",34,"management","married","tertiary","no",4943,"yes","no","cellular",17,"jul",118,2,-1,0,"unknown","no"
"39850",37,"admin.","married","secondary","no",597,"no","no","cellular",2,"jun",395,1,-1,0,"unknown","yes"
"13494",41,"management","single","tertiary","no",-426,"yes","no","cellular",9,"jul",294,1,-1,0,"unknown","no"
"10436",43,"management","single","tertiary","no",5658,"no","no","unknown",12,"jun",462,3,-1,0,"unknown","no"
"137",32,"technician","single","secondary","no",0,"yes","no","unknown",5,"may",136,1,-1,0,"unknown","no"
"14639",45,"blue-collar","divorced","primary","no",-207,"no","no","cellular",15,"jul",878,2,-1,0,"unknown","yes"
"1570",41,"management","married","primary","no",-417,"yes","no","unknown",8,"may",51,3,-1,0,"unknown","no"
"17135",27,"technician","single","secondary","no",-646,"yes","no","cellular",25,"jul",135,8,-1,0,"unknown","no"
"39849",34,"management","divorced","tertiary","no",2466,"no","no","cellular",2,"jun",143,1,281,5,"other","no"
"31495",37,"management","single","tertiary","no",457,"yes","no","cellular",1,"apr",510,3,-1,0,"unknown","no"
"29266",61,"management","married","tertiary","no",6016,"no","no","cellular",2,"feb",670,3,-1,0,"unknown","yes"
"14837",59,"management","married","tertiary","no",3998,"yes","no","cellular",16,"jul",60,1,-1,0,"unknown","no"
"43712",37,"management","married","tertiary","no",393,"yes","no","cellular",14,"may",567,3,275,4,"failure","yes"
"44558",45,"management","married","tertiary","no",226,"yes","no","cellular",13,"aug",177,6,179,10,"success","yes"
"30947",40,"entrepreneur","divorced","secondary","no",201,"yes","no","cellular",9,"feb",25,2,-1,0,"unknown","no"
"35534",42,"unemployed","married","secondary","no",356,"yes","no","cellular",7,"may",787,3,356,2,"failure","yes"
"35592",39,"admin.","married","tertiary","no",464,"yes","no","cellular",7,"may",100,1,-1,0,"unknown","no"
"10977",40,"blue-collar","married","secondary","no",1318,"yes","no","unknown",17,"jun",681,2,-1,0,"unknown","no"
"24040",30,"self-employed","married","tertiary","no",1785,"no","no","unknown",17,"oct",235,1,-1,0,"unknown","yes"
"25846",46,"unemployed","divorced","secondary","no",3354,"yes","no","cellular",19,"nov",522,1,174,1,"success","yes"
"36293",43,"admin.","single","secondary","no",426,"yes","no","cellular",11,"may",76,2,304,2,"failure","no"
"26493",31,"services","married","secondary","no",14387,"yes","no","cellular",20,"nov",128,1,-1,0,"unknown","no"
"43818",45,"technician","married","secondary","no",1831,"no","no","cellular",27,"may",275,2,-1,0,"unknown","yes"
"45019",38,"management","married","tertiary","no",276,"no","no","cellular",14,"oct",322,1,-1,0,"unknown","no"
"38089",32,"student","married","tertiary","no",744,"yes","no","cellular",14,"may",506,2,352,1,"other","no"
"33958",36,"technician","married","secondary","no",24,"yes","no","cellular",30,"apr",58,1,163,1,"failure","no"
"20466",36,"management","single","tertiary","no",419,"no","no","cellular",12,"aug",122,2,-1,0,"unknown","no"
"70",35,"blue-collar","single","secondary","no",12223,"yes","yes","unknown",5,"may",177,1,-1,0,"unknown","no"
"24759",37,"technician","married","secondary","no",195,"yes","no","cellular",18,"nov",68,1,194,2,"failure","no"
"8709",33,"management","married","tertiary","no",982,"no","no","unknown",4,"jun",735,17,-1,0,"unknown","no"
"7954",27,"blue-collar","married","primary","no",416,"yes","no","unknown",30,"may",1193,2,-1,0,"unknown","yes"
"20336",38,"technician","married","tertiary","no",-3,"no","no","cellular",11,"aug",148,3,-1,0,"unknown","no"
"12816",41,"technician","single","secondary","no",879,"no","yes","cellular",7,"jul",60,4,-1,0,"unknown","no"
"43692",54,"blue-collar","divorced","primary","no",4401,"no","no","telephone",13,"may",414,1,183,2,"success","yes"
"29550",29,"management","married","tertiary","no",877,"no","no","cellular",3,"feb",166,3,-1,0,"unknown","no"
"9988",56,"management","divorced","tertiary","no",1016,"yes","no","unknown",9,"jun",184,5,-1,0,"unknown","no"
"24056",43,"management","married","tertiary","no",1258,"no","no","unknown",20,"oct",312,1,-1,0,"unknown","yes"
"23831",35,"unknown","married","primary","no",365,"no","no","cellular",29,"aug",41,2,-1,0,"unknown","no"
"1864",33,"blue-collar","divorced","primary","no",390,"yes","no","unknown",9,"may",665,2,-1,0,"unknown","yes"
"109",59,"retired","single","secondary","no",30,"yes","no","unknown",5,"may",514,1,-1,0,"unknown","no"
"16814",49,"technician","divorced","secondary","no",305,"no","no","cellular",24,"jul",367,2,-1,0,"unknown","yes"
"42077",30,"technician","single","tertiary","no",53,"no","no","cellular",30,"oct",155,1,184,1,"success","no"
"34074",34,"management","single","tertiary","no",1228,"no","no","cellular",30,"apr",580,2,84,8,"success","yes"
"11075",39,"management","divorced","secondary","no",51,"no","no","unknown",17,"jun",334,2,-1,0,"unknown","no"
"19633",56,"services","married","secondary","no",4719,"yes","yes","cellular",7,"aug",82,4,-1,0,"unknown","no"
"40780",30,"management","single","tertiary","no",697,"no","no","cellular",10,"aug",179,3,102,2,"success","yes"
"44455",34,"management","single","tertiary","no",417,"yes","no","cellular",5,"aug",270,1,174,15,"failure","yes"
"17787",47,"housemaid","divorced","primary","no",617,"no","no","telephone",29,"jul",119,7,-1,0,"unknown","no"
"29554",38,"technician","single","tertiary","no",1369,"yes","no","cellular",3,"feb",841,3,-1,0,"unknown","no"
"23250",58,"retired","married","primary","no",-102,"yes","yes","cellular",27,"aug",80,10,-1,0,"unknown","no"
"32383",31,"management","single","tertiary","no",319,"yes","no","cellular",16,"apr",302,2,248,2,"failure","no"
"30710",47,"management","married","tertiary","no",0,"yes","no","telephone",6,"feb",138,4,9,2,"other","no"
"13760",30,"blue-collar","married","secondary","no",167,"yes","no","cellular",10,"jul",255,1,-1,0,"unknown","yes"
"27655",59,"management","married","tertiary","no",20798,"yes","no","cellular",21,"nov",9,7,-1,0,"unknown","no"
"32579",38,"services","married","tertiary","no",0,"yes","no","cellular",17,"apr",239,1,147,4,"failure","no"
"35175",41,"blue-collar","married","primary","no",293,"yes","yes","cellular",7,"may",102,1,-1,0,"unknown","no"
"37768",28,"admin.","married","secondary","no",22,"yes","yes","cellular",14,"may",523,2,-1,0,"unknown","no"
"38807",57,"housemaid","married","primary","no",151,"yes","no","cellular",18,"may",14,4,-1,0,"unknown","no"
"28357",36,"management","single","tertiary","no",188,"no","no","cellular",29,"jan",55,2,-1,0,"unknown","no"
"19957",59,"retired","divorced","secondary","no",93,"no","yes","cellular",8,"aug",108,2,-1,0,"unknown","no"
"30012",45,"blue-collar","married","secondary","no",7895,"yes","no","cellular",4,"feb",872,1,-1,0,"unknown","yes"
"23604",42,"technician","married","secondary","no",3,"no","no","cellular",28,"aug",11,26,-1,0,"unknown","no"
"42674",30,"management","single","tertiary","no",536,"no","no","cellular",14,"jan",362,2,91,2,"success","yes"
"16197",42,"blue-collar","married","primary","no",-119,"yes","no","cellular",22,"jul",167,3,-1,0,"unknown","no"
"42551",52,"unemployed","divorced","secondary","no",230,"no","no","cellular",24,"dec",422,2,-1,0,"unknown","yes"
"39938",38,"blue-collar","married","secondary","no",2467,"no","no","cellular",2,"jun",192,1,-1,0,"unknown","yes"
